bruises,cap-color,cap-radius,cap-shape,cap-surface,class,gill-attachment,gill-color,gill-size,gill-spacing,habitat,odor,population,ring-number,ring-radius,ring-type,spore-print-color,stalk-color-above-ring,stalk-color-below-ring,stalk-height,stalk-root,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,veil-color,veil-type
t,g,6.244812814,f,f,e,f,n,b,c,d,n,v,o,7.973669596,p,k,g,g,12.15983943,b,t,s,s,w,p
t,n,11.80698146,x,f,e,f,w,b,c,d,n,v,o,7.957713881,p,n,w,g,15.06528983,b,t,s,s,w,p
f,w,11.46380647,x,s,e,f,k,b,w,g,n,a,o,12.53894403,e,n,w,w,20.95140402,e,t,f,f,w,p
f,w,4.533972006,x,f,e,f,h,b,w,g,n,a,o,6.927937723,e,n,w,w,13.12973246,e,t,f,f,w,p
f,n,8.004590076,x,s,e,f,h,b,w,g,n,a,o,12.77318275,e,n,w,w,2.825943297,e,t,s,s,w,p
f,n,7.475620453,x,f,e,f,n,b,w,g,n,a,o,8.373323062,e,n,w,w,7.999179961,e,t,s,s,w,p
f,g,8.675291318,x,s,e,f,h,b,w,g,n,a,o,14.4281113,e,n,w,w,15.8163224,e,t,s,s,w,p
t,n,1.758327036,x,y,e,f,w,b,c,d,n,v,o,5.648673627,p,n,g,g,6.434356952,b,t,s,s,w,p
t,n,2.074410966,x,f,e,f,u,b,c,d,n,y,o,14.21226602,p,n,p,p,6.925985931,b,t,s,s,w,p
f,g,8.766303869,f,s,e,f,k,b,w,g,n,s,o,8.095432801,e,n,w,w,11.20148019,e,t,f,f,w,p
f,n,8.513464241,f,s,e,f,n,b,w,g,n,a,o,11.20665967,e,k,w,w,11.4643783,e,t,f,f,w,p
f,g,1.756112341,x,s,e,f,p,b,w,g,n,s,o,6.692961936,e,n,w,w,14.20031304,e,t,f,s,w,p
t,g,10.86983536,f,f,e,f,n,b,c,d,n,y,o,8.987508855,p,k,p,w,11.49148549,b,t,s,s,w,p
f,w,5.505334146,x,s,e,f,h,b,w,g,n,a,o,11.27408331,e,n,w,w,2.581610866,e,t,f,f,w,p
f,n,2.647122643,f,f,e,f,k,b,w,g,n,a,o,10.08024035,e,n,w,w,21.96273467,e,t,s,f,w,p
f,w,9.385220959,f,s,e,f,h,b,w,g,n,s,o,12.6661932,e,k,w,w,19.34235498,e,t,f,s,w,p
f,g,3.588037568,x,f,e,f,k,b,w,g,n,s,o,12.90292659,e,n,w,w,22.95304795,e,t,s,s,w,p
f,n,4.475508099,f,f,e,f,k,b,w,g,n,a,o,3.1588192,e,n,w,w,10.15313168,e,t,s,s,w,p
f,n,12.10113279,f,f,e,f,p,b,w,g,n,a,o,5.360367156,e,k,w,w,23.92588271,e,t,f,f,w,p
t,n,3.204094334,x,f,e,f,w,b,c,d,n,v,o,5.691394158,p,n,w,p,4.690466979,b,t,s,s,w,p
f,g,10.92779296,f,s,e,f,h,b,w,g,n,a,o,10.53019089,e,k,w,w,4.24540661,e,t,s,f,w,p
f,w,6.837500538,f,s,e,f,n,b,w,g,n,s,o,7.910459634,e,n,w,w,20.34697902,e,t,f,f,w,p
t,e,3.574382657,x,y,e,f,p,b,c,d,n,v,o,3.1782731,p,k,g,w,12.74161979,b,t,s,s,w,p
t,g,11.27929669,x,y,e,f,u,b,c,d,n,v,o,9.849541707,p,k,g,g,24.1402928,b,t,s,s,w,p
t,e,9.712515088,x,y,e,f,n,b,c,d,n,v,o,6.81010231,p,k,g,p,9.361250462,b,t,s,s,w,p
f,g,8.336010976,x,f,e,f,h,b,w,g,n,s,o,14.14410448,e,k,w,w,18.68685689,e,t,s,s,w,p
f,g,3.682676913,f,f,e,f,p,b,w,g,n,a,o,6.724218416,e,n,w,w,23.51280251,e,t,f,s,w,p
t,y,12.8629494,f,y,e,f,p,b,c,g,l,y,o,13.89053432,p,n,w,w,9.380891457,r,e,s,y,w,p
t,w,1.565965898,f,y,p,f,w,n,c,u,p,v,o,6.410027619,p,k,w,w,20.10221546,e,e,s,s,w,p
f,n,6.434325913,f,s,e,f,h,b,w,g,n,a,o,13.42698558,e,k,w,w,14.79987202,e,t,f,f,w,p
f,n,6.888656552,f,f,e,f,k,b,w,g,n,s,o,10.54727133,e,k,w,w,16.81534582,e,t,s,f,w,p
t,n,1.24143462,f,f,e,f,p,b,c,d,n,v,o,3.442336508,p,k,g,w,14.28567896,b,t,s,s,w,p
t,e,4.433197675,x,f,e,f,u,b,c,d,n,y,o,11.88385087,p,k,g,w,3.285472812,b,t,s,s,w,p
f,g,5.264250662,f,f,e,f,p,b,w,g,n,a,o,8.198956824,e,n,w,w,18.0469048,e,t,s,s,w,p
f,n,4.634337964,x,f,e,f,n,b,w,g,n,s,o,2.828082293,e,k,w,w,7.558404605,e,t,f,s,w,p
f,g,9.281120729,x,f,e,f,h,b,w,g,n,s,o,3.336713776,e,n,w,w,10.20254623,e,t,f,f,w,p
t,e,5.048770721,x,y,e,f,w,b,c,d,n,v,o,12.5004571,p,n,g,w,21.98366612,b,t,s,s,w,p
t,n,7.160383091,f,f,e,f,w,b,c,d,n,v,o,5.976934917,p,k,g,w,25.03466416,b,t,s,s,w,p
f,n,7.041101087,x,f,e,f,p,b,w,g,n,s,o,5.697582148,e,k,w,w,4.288503901,e,t,s,f,w,p
f,n,11.77051863,x,f,e,f,p,b,w,g,n,a,o,12.17395183,e,k,w,w,8.082827334,e,t,s,f,w,p
f,w,2.002691357,f,s,e,f,h,b,w,g,n,s,o,13.687293,e,k,w,w,7.179211435,e,t,s,f,w,p
f,g,3.396356656,f,s,e,f,p,b,w,g,n,s,o,6.708431303,e,k,w,w,4.471293343,e,t,s,s,w,p
t,w,5.398196225,f,y,p,f,w,n,c,u,p,s,o,14.78439047,p,k,w,w,5.76214899,e,e,s,s,w,p
t,w,2.544140863,b,s,e,f,k,b,c,g,a,s,o,13.48816589,p,n,w,w,23.64263485,c,e,s,s,w,p
t,n,9.70517608,x,f,e,f,w,b,c,d,n,v,o,10.29225858,p,n,g,w,9.903555208,b,t,s,s,w,p
f,g,4.537352197,f,f,e,f,k,b,w,g,n,a,o,8.25185788,e,k,w,w,18.9863333,e,t,f,f,w,p
f,n,3.620028327,x,f,e,f,k,b,w,g,n,s,o,6.87714952,e,n,w,w,9.901071182,e,t,f,s,w,p
f,n,4.578148272,x,s,e,f,k,b,w,g,n,s,o,14.5974853,e,n,w,w,6.205009036,e,t,s,f,w,p
t,w,2.609597878,f,s,e,f,n,n,w,d,l,v,o,11.98921037,p,u,w,w,3.512774042,b,t,s,s,w,p
f,w,12.18997877,x,f,e,f,h,b,w,g,n,a,o,2.107034309,e,n,w,w,18.88968723,e,t,s,s,w,p
f,w,2.444925308,x,s,e,f,h,b,w,g,n,a,o,11.83769432,e,k,w,w,3.32741217,e,t,f,s,w,p
f,g,6.280987523,x,s,e,f,k,b,w,g,n,s,o,12.74657429,e,k,w,w,4.260761295,e,t,f,s,w,p
t,e,5.638694007,x,y,e,f,p,b,c,d,n,v,o,14.63638275,p,k,w,p,16.50488954,b,t,s,s,w,p
t,n,12.8582292,f,f,e,f,n,b,c,d,n,v,o,14.62766446,p,k,g,p,18.26197471,b,t,s,s,w,p
t,n,11.22209255,x,f,e,f,n,b,c,d,n,v,o,12.49906666,p,k,w,w,3.218778142,b,t,s,s,w,p
f,w,5.186487956,f,f,e,f,k,b,w,g,n,s,o,12.59965172,e,k,w,w,6.389463348,e,t,s,s,w,p
f,n,12.13410386,f,s,e,f,n,b,w,g,n,s,o,10.4381452,e,n,w,w,18.43819844,e,t,f,s,w,p
t,w,8.583920237,f,s,p,f,k,n,c,u,p,v,o,10.93593799,p,n,w,w,17.94967981,e,e,s,s,w,p
f,n,12.31109554,f,f,e,f,p,b,w,g,n,s,o,4.47205308,e,n,w,w,9.109424162,e,t,f,f,w,p
t,g,2.578092363,x,y,e,f,w,b,c,d,n,y,o,2.367554053,p,n,g,g,13.04943441,b,t,s,s,w,p
t,g,1.640175731,x,y,e,f,n,b,c,d,n,v,o,9.65170424,p,n,g,g,21.40065876,b,t,s,s,w,p
f,g,10.90075743,x,f,e,f,p,b,w,g,n,a,o,11.7758779,e,n,w,w,6.272269033,e,t,s,s,w,p
t,g,2.030109327,x,f,e,f,w,b,c,d,n,v,o,5.757146437,p,n,p,p,12.44254398,b,t,s,s,w,p
t,e,1.630668188,x,y,e,f,u,b,c,d,n,v,o,9.126189303,p,n,p,p,16.29569552,b,t,s,s,w,p
t,g,6.002557289,x,f,e,f,p,b,c,d,n,y,o,3.304528772,p,k,g,p,15.66455708,b,t,s,s,w,p
t,g,4.610022399,x,f,e,f,u,b,c,d,n,v,o,10.63577417,p,n,p,w,14.80209609,b,t,s,s,w,p
t,n,7.3650623,x,f,e,f,p,b,c,d,n,v,o,6.751799161,p,k,p,g,16.96526765,b,t,s,s,w,p
t,w,1.49467378,x,s,p,f,p,n,c,g,p,v,o,5.956734601,p,k,w,w,10.00698541,e,e,s,s,w,p
f,n,5.434673417,x,f,e,f,k,b,w,g,n,s,o,13.16750225,e,k,w,w,21.61321988,e,t,s,s,w,p
t,n,7.6359022,x,y,e,f,w,b,c,d,n,v,o,6.713254826,p,n,p,p,4.662044023,b,t,s,s,w,p
t,g,10.68818961,x,f,e,f,p,b,c,d,n,y,o,11.17590368,p,n,w,g,6.516249447,b,t,s,s,w,p
t,n,3.482874932,f,y,p,f,w,n,c,g,p,s,o,10.09647801,p,n,w,w,23.69427065,e,e,s,s,w,p
t,g,11.61480996,x,f,e,f,u,b,c,d,n,y,o,9.094467998,p,k,w,g,15.04609465,b,t,s,s,w,p
f,g,2.421947655,x,f,e,f,h,b,w,g,n,s,o,9.342046396,e,k,w,w,17.07007587,e,t,s,f,w,p
t,e,4.549645563,x,f,e,f,u,b,c,d,n,v,o,4.553204156,p,k,g,g,14.97870415,b,t,s,s,w,p
f,n,5.398796484,f,f,e,f,k,b,w,g,n,s,o,5.392258363,e,n,w,w,13.07998081,e,t,f,s,w,p
f,w,4.840888284,f,s,e,f,h,b,w,g,n,a,o,14.09237883,e,n,w,w,3.578175441,e,t,f,f,w,p
f,n,10.51401852,f,s,e,f,p,b,w,g,n,s,o,7.902309063,e,k,w,w,11.90553404,e,t,s,s,w,p
t,e,2.116755836,x,y,e,f,w,b,c,d,n,v,o,3.931333941,p,n,w,g,20.00078451,b,t,s,s,w,p
f,n,12.98908447,f,s,e,f,k,b,w,g,n,s,o,10.15726581,e,k,w,w,15.47808724,e,t,f,f,w,p
t,n,2.031151048,f,f,e,f,n,b,c,d,n,v,o,8.79449503,p,n,p,p,19.92684141,b,t,s,s,w,p
f,w,12.4131006,f,s,e,f,h,b,w,g,n,s,o,7.447303668,e,k,w,w,6.905468012,e,t,s,s,w,p
f,n,5.542153552,x,f,e,f,k,b,w,g,n,a,o,2.55566452,e,k,w,w,16.88883259,e,t,f,f,w,p
f,n,7.91004737,f,f,e,f,h,b,w,g,n,s,o,2.051179164,e,n,w,w,8.770731774,e,t,s,f,w,p
t,n,3.600059731,x,s,p,f,w,n,c,u,p,v,o,12.89753423,p,k,w,w,24.40166286,e,e,s,s,w,p
t,n,11.95840846,x,f,e,f,p,b,c,d,n,y,o,4.37645285,p,k,w,w,23.70946799,b,t,s,s,w,p
f,n,8.449770747,f,s,e,f,k,b,w,g,n,s,o,9.068476582,e,n,w,w,12.26633131,e,t,f,s,w,p
t,w,11.02052364,f,y,p,f,n,n,c,g,p,s,o,5.157618255,p,n,w,w,5.730948539,e,e,s,s,w,p
t,n,4.707368254,x,f,e,f,n,b,c,d,n,v,o,12.23014452,p,n,p,g,4.846499704,b,t,s,s,w,p
t,g,6.689990796,x,f,e,f,u,b,c,d,n,y,o,1.866838262,p,n,w,p,12.11225015,b,t,s,s,w,p
f,n,3.027871564,f,f,e,f,p,b,w,g,n,a,o,4.952416803,e,n,w,w,10.45794899,e,t,f,f,w,p
t,e,10.32947907,x,f,e,f,p,b,c,d,n,v,o,6.987211517,p,k,g,g,11.86617017,b,t,s,s,w,p
f,w,6.330538293,f,f,e,f,p,b,w,g,n,s,o,13.83476704,e,n,w,w,7.96681253,e,t,s,s,w,p
f,w,3.128076913,x,f,e,f,h,b,w,g,n,s,o,12.60329937,e,k,w,w,5.891400067,e,t,f,f,w,p
t,w,12.07214683,x,y,e,f,k,b,c,m,l,n,o,8.270875456,p,k,w,w,11.61325655,c,e,s,s,w,p
f,w,9.035856322,x,s,e,f,p,b,w,g,n,s,o,12.87636566,e,n,w,w,3.277770658,e,t,f,s,w,p
t,g,1.471058001,x,y,e,f,u,b,c,d,n,v,o,9.145324689,p,n,p,g,19.04783887,b,t,s,s,w,p
t,g,2.485923415,x,f,e,f,n,b,c,d,n,y,o,1.704872188,p,k,g,w,14.44550876,b,t,s,s,w,p
f,g,10.26820249,x,s,e,f,n,b,w,g,n,a,o,9.293333206,e,n,w,w,3.6559249,e,t,f,s,w,p
t,w,6.181745602,f,y,p,f,n,n,c,u,p,s,o,1.532356581,p,n,w,w,21.14084864,e,e,s,s,w,p
t,e,3.391872263,x,f,e,f,w,b,c,d,n,v,o,4.468280792,p,n,w,p,12.1689194,b,t,s,s,w,p
t,n,12.97299829,f,s,p,f,n,n,c,u,p,s,o,4.143934595,p,k,w,w,10.3656925,e,e,s,s,w,p
t,n,7.593695811,f,y,p,f,w,n,c,g,p,v,o,3.216447322,p,n,w,w,4.78919802,e,e,s,s,w,p
t,g,8.574699855,x,f,e,f,p,b,c,d,n,v,o,5.991516931,p,n,p,p,12.20277242,b,t,s,s,w,p
f,n,6.567805403,f,s,e,f,h,b,w,g,n,a,o,13.05443473,e,n,w,w,2.337277353,e,t,s,f,w,p
t,g,9.080702077,x,f,e,f,p,b,c,d,n,y,o,4.335381995,p,n,g,w,22.84889491,b,t,s,s,w,p
f,n,2.25047324,x,f,e,f,h,b,w,g,n,a,o,13.1498155,e,k,w,w,3.812971354,e,t,s,f,w,p
t,n,5.120887055,x,f,e,f,w,b,c,d,n,y,o,2.746320931,p,n,p,g,8.982894255,b,t,s,s,w,p
f,n,8.888592467,f,s,e,f,p,b,w,g,n,s,o,5.903104893,e,n,w,w,5.742922078,e,t,f,s,w,p
f,n,4.8114745,f,f,e,f,p,b,w,g,n,a,o,11.02631387,e,k,w,w,15.29477324,e,t,s,f,w,p
f,n,9.763644497,x,s,e,f,k,b,w,g,n,a,o,14.6526086,e,k,w,w,15.66000825,e,t,f,f,w,p
f,n,2.853067169,x,s,e,f,k,b,w,g,n,s,o,9.583509384,e,k,w,w,7.558236135,e,t,s,f,w,p
t,n,7.16127976,x,f,e,f,w,b,c,d,n,v,o,3.521662561,p,n,g,g,2.391246509,b,t,s,s,w,p
t,e,3.460031933,x,y,e,f,u,b,c,d,n,v,o,5.351321341,p,n,g,w,18.04921378,b,t,s,s,w,p
f,n,3.649382196,f,s,e,f,k,b,w,g,n,a,o,7.665932178,e,k,w,w,23.57292476,e,t,f,f,w,p
t,n,7.18705489,x,f,e,f,w,b,c,d,n,y,o,11.15478643,p,k,g,g,13.49808149,b,t,s,s,w,p
t,w,7.081900878,f,y,p,f,w,n,c,u,p,v,o,6.078626414,p,n,w,w,24.04813987,e,e,s,s,w,p
t,y,3.734836393,x,y,e,f,n,b,c,g,l,s,o,12.09611278,p,n,w,w,7.977619688,r,e,s,y,w,p
t,n,4.678726655,f,s,p,f,p,n,c,g,p,s,o,12.34606822,p,k,w,w,5.117146372,e,e,s,s,w,p
f,w,3.789945198,f,f,e,f,h,b,w,g,n,s,o,8.425412504,e,n,w,w,20.18569383,e,t,f,s,w,p
f,n,3.0210825,f,f,e,f,n,b,w,g,n,a,o,2.809656124,e,k,w,w,5.323333539,e,t,f,f,w,p
t,n,12.54149335,f,s,p,f,w,n,c,g,p,v,o,1.577642341,p,n,w,w,19.74075669,e,e,s,s,w,p
f,n,9.66629294,x,s,e,f,k,b,w,g,n,a,o,12.44742319,e,n,w,w,17.7906714,e,t,f,f,w,p
f,n,3.460375673,x,f,e,f,n,b,w,g,n,s,o,11.98871582,e,k,w,w,19.08918884,e,t,s,f,w,p
t,e,12.60646659,x,f,e,f,u,b,c,d,n,v,o,12.18522561,p,k,g,w,17.33141892,b,t,s,s,w,p
f,n,10.31655553,f,f,e,f,k,b,w,g,n,a,o,10.04433858,e,k,w,w,7.947533251,e,t,s,s,w,p
f,w,8.173702382,x,f,e,f,k,b,w,g,n,s,o,5.298935801,e,n,w,w,23.04656991,e,t,s,s,w,p
f,g,4.159289916,f,s,e,f,p,b,w,g,n,a,o,4.748845621,e,n,w,w,17.09325426,e,t,f,s,w,p
f,w,2.228289288,f,f,e,f,h,b,w,g,n,s,o,9.027550105,e,k,w,w,15.72475951,e,t,f,s,w,p
t,y,1.902307193,f,s,e,f,n,n,w,d,a,v,o,6.21936955,p,n,w,w,24.22715351,b,t,s,s,w,p
t,w,8.83303042,f,f,e,f,n,n,w,d,a,v,o,1.900655715,p,n,w,w,9.77206139,b,t,s,s,w,p
f,n,11.40033227,f,f,e,f,p,b,w,g,n,a,o,3.322833022,e,n,w,w,12.44767649,e,t,s,f,w,p
t,n,4.609048792,x,f,e,f,u,b,c,d,n,y,o,3.873861598,p,n,w,w,13.30953556,b,t,s,s,w,p
t,g,3.428760491,x,y,e,f,n,b,c,d,n,y,o,10.03154866,p,k,g,p,21.94874209,b,t,s,s,w,p
t,n,11.95566275,x,f,e,f,u,b,c,d,n,y,o,2.853376041,p,n,w,g,21.01046064,b,t,s,s,w,p
f,n,4.056906494,x,f,e,f,k,b,w,g,n,s,o,2.098519319,e,k,w,w,9.132249,e,t,s,f,w,p
t,g,11.70171642,x,f,e,f,u,b,c,d,n,y,o,11.80885878,p,n,w,w,21.18551393,b,t,s,s,w,p
t,n,8.1347101,x,f,e,f,n,b,c,d,n,v,o,7.173321065,p,k,p,p,24.86011841,b,t,s,s,w,p
f,g,13.05876457,x,f,e,f,p,b,w,g,n,a,o,5.108963683,e,k,w,w,11.46299038,e,t,f,s,w,p
t,n,5.274164012,x,f,e,f,n,b,c,d,n,v,o,10.19176133,p,n,w,p,20.4057682,b,t,s,s,w,p
f,n,8.435237319,x,s,e,f,h,b,w,g,n,a,o,3.70886591,e,k,w,w,15.98088716,e,t,f,f,w,p
t,w,10.29373776,b,y,e,f,k,b,c,m,l,s,o,11.44683309,p,k,w,w,19.46355958,c,e,s,s,w,p
t,e,1.756590427,x,y,e,f,u,b,c,d,n,v,o,6.150806366,p,k,w,p,6.301245635,b,t,s,s,w,p
f,n,12.59951458,f,s,e,f,h,b,w,g,n,s,o,10.29534973,e,n,w,w,18.42934427,e,t,s,f,w,p
t,e,10.25548003,x,f,e,f,w,b,c,d,n,y,o,9.43621599,p,k,p,p,12.39270198,b,t,s,s,w,p
t,n,9.497924582,f,y,e,f,p,b,c,d,n,y,o,13.38797659,p,k,g,g,2.961986299,b,t,s,s,w,p
t,g,8.308642849,x,y,e,f,u,b,c,d,n,v,o,3.999932073,p,k,p,g,11.18593393,b,t,s,s,w,p
f,g,7.415195602,x,s,e,f,p,b,w,g,n,a,o,1.847824759,e,n,w,w,7.65044312,e,t,s,s,w,p
f,n,5.11416601,x,s,e,f,k,b,w,g,n,s,o,4.531331541,e,k,w,w,15.37398801,e,t,f,s,w,p
f,g,1.433992023,x,f,e,f,p,b,w,g,n,a,o,2.248318509,e,n,w,w,6.432877845,e,t,f,f,w,p
f,g,6.691274828,x,s,e,f,n,b,w,g,n,a,o,3.036108849,e,k,w,w,3.018179268,e,t,s,s,w,p
t,e,7.879808565,x,y,e,f,w,b,c,d,n,y,o,8.535410576,p,k,w,p,22.21581765,b,t,s,s,w,p
t,g,9.527637741,f,f,e,f,w,b,c,d,n,y,o,1.887992978,p,n,p,w,3.316676429,b,t,s,s,w,p
t,n,7.554596364,f,f,e,f,n,b,c,d,n,y,o,8.101986145,p,k,p,w,19.847665,b,t,s,s,w,p
f,n,9.480859138,x,f,e,f,k,b,w,g,n,s,o,3.156830115,e,n,w,w,8.290403705,e,t,f,f,w,p
f,n,1.613378015,f,s,e,f,n,b,w,g,n,s,o,5.925286569,e,n,w,w,23.37080432,e,t,s,f,w,p
f,w,3.15608188,x,f,e,f,n,b,w,g,n,s,o,13.58262658,e,k,w,w,5.718964317,e,t,s,s,w,p
t,y,11.25223068,x,y,e,f,p,b,c,p,a,s,o,8.411283966,p,n,w,w,21.29984253,r,e,s,y,w,p
t,e,10.11028593,x,f,e,f,u,b,c,d,n,v,o,2.891207294,p,n,w,p,7.764001272,b,t,s,s,w,p
f,n,6.13760954,x,f,e,f,h,b,w,g,n,s,o,11.05313554,e,k,w,w,2.490784886,e,t,f,s,w,p
t,n,1.609833936,x,y,e,f,p,b,c,d,n,v,o,11.68398557,p,k,w,g,2.682447368,b,t,s,s,w,p
t,g,6.94560818,f,f,e,f,n,b,c,d,n,y,o,9.778494839,p,n,w,p,20.92201846,b,t,s,s,w,p
f,w,9.150459437,x,f,e,f,k,b,w,g,n,a,o,10.49474293,e,n,w,w,3.68752828,e,t,f,s,w,p
t,w,6.613876898,x,y,e,f,k,b,c,m,a,s,o,2.081888346,p,k,w,w,24.4188586,c,e,s,s,w,p
f,n,5.589077792,x,s,e,f,p,b,w,g,n,s,o,9.153694778,e,n,w,w,23.57208983,e,t,s,s,w,p
f,w,11.32829125,f,s,e,f,p,b,w,g,n,a,o,3.757354628,e,n,w,w,10.96291203,e,t,s,s,w,p
t,n,8.496629493,f,f,e,f,u,b,c,d,n,v,o,3.405026706,p,n,g,w,16.22890511,b,t,s,s,w,p
f,w,11.66786226,f,f,e,f,k,b,w,g,n,s,o,13.64756691,e,k,w,w,3.600458411,e,t,f,f,w,p
t,g,8.866848773,x,f,e,f,u,b,c,d,n,v,o,9.541905997,p,n,g,p,4.440033233,b,t,s,s,w,p
t,n,7.30471275,x,f,e,f,p,b,c,d,n,y,o,8.907789876,p,n,w,g,2.38027002,b,t,s,s,w,p
f,w,5.998357083,x,f,e,f,p,b,w,g,n,a,o,6.824577181,e,n,w,w,24.97389982,e,t,s,f,w,p
t,w,8.688934241,x,s,e,f,n,b,c,m,a,n,o,2.096495296,p,k,w,w,11.93456737,c,e,s,s,w,p
f,g,6.478832768,f,s,e,f,n,b,w,g,n,s,o,14.75688481,e,n,w,w,14.02242102,e,t,f,s,w,p
t,n,8.246069537,f,y,p,f,n,n,c,g,p,v,o,4.656349099,p,n,w,w,18.07440133,e,e,s,s,w,p
f,g,1.782036141,f,f,e,f,p,b,w,g,n,s,o,8.369809956,e,n,w,w,6.908500986,e,t,f,s,w,p
t,n,3.732622512,x,f,e,f,n,b,c,d,n,v,o,8.617963527,p,n,p,w,5.676508361,b,t,s,s,w,p
f,w,4.523152207,x,f,e,f,n,b,w,g,n,s,o,8.901396113,e,n,w,w,5.440509043,e,t,s,f,w,p
t,n,12.51468085,x,y,e,f,u,b,c,d,n,v,o,2.133687519,p,k,p,w,12.67198654,b,t,s,s,w,p
t,e,2.807201931,x,y,e,f,p,b,c,d,n,v,o,13.92094062,p,n,p,p,10.93578043,b,t,s,s,w,p
t,n,7.964301184,f,s,p,f,n,n,c,u,p,v,o,7.039238343,p,k,w,w,13.08641827,e,e,s,s,w,p
f,g,3.790888451,f,s,e,f,p,b,w,g,n,a,o,6.826652331,e,n,w,w,19.62226274,e,t,s,s,w,p
t,g,11.74336126,x,f,e,f,n,b,c,d,n,y,o,9.675314015,p,k,w,g,10.4184171,b,t,s,s,w,p
t,g,4.718557793,f,f,e,f,n,b,c,d,n,y,o,10.89035735,p,k,g,p,16.37614637,b,t,s,s,w,p
t,g,8.894255027,x,f,e,f,n,b,c,d,n,v,o,9.715930096,p,k,w,g,22.84317254,b,t,s,s,w,p
t,g,3.536343368,x,f,e,f,w,b,c,d,n,y,o,12.88238338,p,n,p,p,13.29122078,b,t,s,s,w,p
t,n,8.725574124,x,f,e,f,u,b,c,d,n,y,o,8.886732597,p,k,p,g,6.861157724,b,t,s,s,w,p
t,w,5.628365988,x,s,p,f,p,n,c,u,p,v,o,8.799634259,p,n,w,w,6.286740377,e,e,s,s,w,p
t,y,11.79370223,x,s,e,f,k,b,c,m,l,n,o,11.7225851,p,k,w,w,20.33003499,c,e,s,s,w,p
t,n,11.06729354,x,f,e,f,n,b,c,d,n,v,o,9.611269637,p,n,p,p,22.72458059,b,t,s,s,w,p
t,n,4.127300626,f,y,e,f,w,b,c,d,n,y,o,2.748877807,p,n,w,w,20.04611086,b,t,s,s,w,p
f,g,10.66722916,x,s,e,f,n,b,w,g,n,s,o,9.045349104,e,n,w,w,10.91602754,e,t,f,f,w,p
t,e,8.316320782,x,y,e,f,u,b,c,d,n,y,o,3.924833082,p,n,w,p,4.559834151,b,t,s,s,w,p
f,g,5.591528534,x,f,e,f,k,b,w,g,n,s,o,14.22387323,e,n,w,w,10.40538263,e,t,f,s,w,p
f,w,9.59725179,f,s,e,f,p,b,w,g,n,s,o,6.292824608,e,n,w,w,11.70126055,e,t,f,s,w,p
t,n,1.675468622,x,f,e,f,n,b,c,d,n,v,o,6.10363322,p,n,g,g,4.169509682,b,t,s,s,w,p
t,n,10.59821918,f,f,e,f,u,b,c,d,n,v,o,8.133159162,p,n,w,p,21.84392378,b,t,s,s,w,p
f,g,1.981130931,f,f,e,f,n,b,w,g,n,s,o,2.23607217,e,k,w,w,22.36550709,e,t,s,f,w,p
f,g,1.375984871,f,f,e,f,n,b,w,g,n,s,o,3.859938578,e,k,w,w,10.1410349,e,t,s,s,w,p
f,n,9.860659395,f,f,e,f,h,b,w,g,n,s,o,12.70627612,e,n,w,w,20.14341507,e,t,f,f,w,p
t,g,2.924026911,x,f,e,f,p,b,c,d,n,y,o,2.182677632,p,k,g,w,13.96181745,b,t,s,s,w,p
t,e,6.042800265,x,f,e,f,n,b,c,d,n,y,o,8.387052021,p,n,p,g,15.27475307,b,t,s,s,w,p
t,n,6.767440607,f,y,p,f,p,n,c,u,p,s,o,4.93485223,p,k,w,w,20.68428933,e,e,s,s,w,p
t,g,11.61304448,x,y,e,f,p,b,c,d,n,v,o,6.107639824,p,k,g,g,23.81876594,b,t,s,s,w,p
f,w,11.95982706,x,s,e,f,k,b,w,g,n,a,o,6.743718206,e,n,w,w,6.218150177,e,t,s,f,w,p
t,w,4.681760018,b,s,e,f,g,b,c,m,a,s,o,3.021126345,p,n,w,w,18.0646714,c,e,s,s,w,p
f,w,2.469357191,x,s,e,f,h,b,w,g,n,s,o,7.132510791,e,n,w,w,4.04788143,e,t,f,f,w,p
f,n,3.014499673,f,f,e,f,k,b,w,g,n,s,o,5.483826202,e,k,w,w,4.818513948,e,t,f,f,w,p
t,g,11.31992011,x,y,e,f,p,b,c,d,n,y,o,9.918419416,p,k,g,w,12.35160985,b,t,s,s,w,p
t,g,3.54730578,f,f,e,f,n,b,c,d,n,v,o,9.041594897,p,n,w,w,25.09319461,b,t,s,s,w,p
f,g,12.50441595,x,f,e,f,p,b,w,g,n,s,o,5.005668122,e,k,w,w,24.45633561,e,t,f,s,w,p
t,w,8.952404946,x,s,p,f,n,n,c,g,p,s,o,8.987886076,p,k,w,w,17.13268354,e,e,s,s,w,p
f,n,4.5133754,x,s,e,f,k,b,w,g,n,a,o,4.990294626,e,n,w,w,2.452405018,e,t,s,s,w,p
t,g,9.451304606,x,y,e,f,p,b,c,d,n,y,o,13.10664134,p,k,w,g,4.326930677,b,t,s,s,w,p
t,g,7.01510068,f,f,e,f,p,b,c,d,n,v,o,4.132196904,p,n,w,w,5.379668627,b,t,s,s,w,p
t,n,5.045659927,x,y,e,f,w,b,c,d,n,v,o,13.77296151,p,n,p,w,17.54567996,b,t,s,s,w,p
t,e,6.183389356,x,f,e,f,p,b,c,d,n,y,o,5.555620603,p,n,p,g,12.37808071,b,t,s,s,w,p
